gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Family,OnlineService,StreamingService,FullService,security,backup,protect,support,InsuranceServices
Male,1,Yes,No,72,Yes,1,Fiber optic,2,2,1,2,1,1,2,Yes,Credit card,84.8,614165.0,0,0,1,0,0,1,1,0,1,3
Male,1,No,No,36,Yes,2,Fiber optic,2,1,1,1,2,1,0,Yes,Electronic check,90.85,318670.0,1,0,0,0,0,1,0,0,0,1
Male,0,No,Yes,14,Yes,1,DSL,2,2,2,2,1,2,2,No,Bank transfer,76.1,105480.0,0,0,1,0,0,1,1,1,1,4
Female,0,Yes,Yes,72,Yes,2,DSL,2,2,1,2,2,1,2,No,Mailed check,74.55,543065.0,0,0,1,0,0,1,1,0,1,3
Female,0,Yes,Yes,22,No,0,DSL,1,2,1,1,2,1,0,No,Electronic check,39.2,84990.0,0,0,0,0,0,0,1,0,0,1
Female,0,No,No,2,Yes,2,Fiber optic,1,2,1,1,1,1,0,No,Electronic check,79.55,15175.0,0,0,0,0,0,0,1,0,0,1
Female,0,No,No,15,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,19.6,29940.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,51,Yes,1,No,0,0,0,0,0,0,2,No,Credit card,19.55,108675.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,70,No,0,DSL,2,1,2,2,1,1,2,Yes,Credit card,39.15,269275.0,0,0,0,0,0,1,0,1,1,3
Female,0,Yes,Yes,71,Yes,1,No,0,0,0,0,0,0,2,No,Bank transfer,20.1,138960.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,39,Yes,2,Fiber optic,1,1,1,2,2,2,0,Yes,Credit card,99.95,376740.0,0,0,0,1,0,0,0,0,1,1
Female,0,Yes,Yes,61,Yes,2,DSL,2,2,1,1,1,1,0,No,Electronic check,59.8,364150.0,0,0,1,0,0,1,1,0,0,2
Female,0,No,No,52,Yes,1,DSL,2,1,1,1,1,1,0,Yes,Bank transfer,49.75,253555.0,0,0,0,0,0,1,0,0,0,1
Female,0,No,No,1,No,0,DSL,1,1,1,1,2,1,0,Yes,Electronic check,35.75,3575.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,64,Yes,2,Fiber optic,2,1,2,2,2,2,1,Yes,Mailed check,108.5,688085.0,0,0,0,1,0,1,0,1,1,3
Male,0,Yes,No,62,Yes,1,DSL,1,2,2,2,1,1,2,Yes,Credit card,60.15,375320.0,0,0,0,0,0,0,1,1,1,3
Male,0,Yes,No,30,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.05,63755.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,Yes,4,Yes,1,DSL,1,1,1,1,1,1,0,No,Electronic check,46.0,18160.0,1,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,63,Yes,1,DSL,2,2,2,2,2,2,1,Yes,Bank transfer,84.0,532955.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Credit card,44.55,4455.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,15,Yes,2,Fiber optic,1,1,2,2,2,2,0,Yes,Electronic check,103.45,153980.0,0,0,0,1,0,0,0,1,1,2
Male,0,Yes,Yes,27,Yes,1,Fiber optic,2,2,1,1,1,1,1,Yes,Credit card,80.65,220975.0,0,0,1,0,0,1,1,0,0,2
Female,0,No,Yes,4,No,0,DSL,2,2,2,1,2,2,0,Yes,Mailed check,57.2,22375.0,0,0,1,1,1,1,1,1,0,3
Female,0,Yes,No,72,Yes,2,Fiber optic,2,2,2,1,2,2,2,Yes,Electronic check,110.75,775170.0,0,0,1,1,1,1,1,1,0,3
Male,1,Yes,No,45,Yes,2,No,0,0,0,0,0,0,1,No,Credit card,24.7,117435.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,45,Yes,2,Fiber optic,2,2,1,2,2,1,0,Yes,Electronic check,97.05,438505.0,0,0,1,0,0,1,1,0,1,3
Female,0,No,No,36,Yes,1,DSL,2,2,2,2,2,1,1,Yes,Mailed check,76.35,260635.0,0,0,1,0,0,1,1,1,1,4
Male,0,Yes,Yes,17,Yes,1,Fiber optic,2,1,2,1,2,1,0,Yes,Electronic check,89.4,153945.0,1,0,0,0,0,1,0,1,0,2
Male,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,18.9,1890.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,16,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Bank transfer,74.45,126135.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,3,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.8,5815.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,4,Yes,2,DSL,1,1,1,1,1,1,0,Yes,Electronic check,50.9,22560.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,71,Yes,1,DSL,2,2,2,2,2,2,2,Yes,Credit card,84.4,596930.0,0,0,1,1,1,1,1,1,1,4
Male,0,Yes,Yes,10,Yes,2,No,0,0,0,0,0,0,0,Yes,Mailed check,24.4,25390.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,20,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,20.05,40000.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,4,Yes,1,Fiber optic,1,1,1,1,2,1,0,Yes,Electronic check,81.0,34085.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,No,26,Yes,2,Fiber optic,1,1,2,1,2,2,0,Yes,Electronic check,98.35,251530.0,1,0,0,1,0,0,0,1,0,1
Female,0,No,No,4,Yes,1,DSL,1,1,1,1,2,1,0,No,Credit card,55.5,22735.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,5,No,0,DSL,1,2,1,1,2,2,0,Yes,Mailed check,51.0,30595.0,1,0,0,1,0,0,1,0,0,1
Female,0,Yes,No,4,Yes,2,Fiber optic,1,2,1,1,2,1,0,Yes,Electronic check,91.65,36540.0,1,0,0,0,0,0,1,0,0,1
Male,1,Yes,No,29,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,84.3,235775.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,2,Yes,1,Fiber optic,2,2,1,1,2,2,0,No,Electronic check,100.2,19850.0,0,0,1,1,1,1,1,0,0,2
Female,0,No,No,29,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.4,55425.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,Yes,1,Yes,1,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,90.85,9085.0,1,0,0,1,0,0,0,0,0,0
Male,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,1,1,0,No,Mailed check,69.4,6940.0,1,0,0,0,0,0,0,0,0,0
Female,1,No,No,8,Yes,1,Fiber optic,1,1,2,1,2,2,0,Yes,Credit card,94.45,74295.0,1,0,0,1,0,0,0,1,0,1
Male,0,No,No,13,Yes,1,No,0,0,0,0,0,0,0,Yes,Electronic check,20.4,25165.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,59,Yes,2,Fiber optic,2,2,1,1,2,1,0,Yes,Electronic check,94.75,559765.0,0,0,1,0,0,1,1,0,0,2
Female,0,Yes,Yes,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Credit card,20.15,2015.0,1,0,0,0,0,0,0,0,0,0
Male,1,No,No,50,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,95.7,481670.0,1,0,0,1,0,0,0,0,0,0
Male,0,Yes,No,18,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Bank transfer,44.35,76805.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,17,Yes,1,DSL,2,2,1,1,2,2,0,No,Mailed check,74.55,121580.0,0,0,1,1,1,1,1,0,0,2
Male,0,Yes,No,47,Yes,1,DSL,1,2,2,1,2,2,2,No,Electronic check,73.6,352265.0,0,0,0,1,0,0,1,1,0,2
Female,0,No,No,26,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Bank transfer,74.95,183495.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,6,No,0,DSL,1,1,2,1,2,2,0,Yes,Electronic check,47.95,30510.0,1,0,0,1,0,0,0,1,0,1
Male,0,Yes,Yes,19,Yes,2,DSL,1,1,1,1,1,1,0,No,Credit card,50.1,91045.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,3,Yes,2,DSL,1,1,1,2,2,1,0,Yes,Electronic check,63.6,15565.0,1,0,0,0,0,0,0,0,1,1
Female,1,Yes,Yes,68,No,0,DSL,1,2,2,1,2,2,2,Yes,Electronic check,53.0,365625.0,0,0,0,1,0,0,1,1,0,2
Female,0,Yes,No,2,Yes,1,No,0,0,0,0,0,0,0,No,Bank transfer,19.85,5200.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,7,No,0,DSL,1,1,1,1,1,1,1,Yes,Credit card,24.35,15085.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,18,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.55,38925.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,71,Yes,2,No,0,0,0,0,0,0,2,No,Credit card,25.05,187370.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,13,Yes,2,Fiber optic,2,2,1,1,1,2,0,No,Credit card,93.8,126100.0,0,0,1,0,0,1,1,0,0,2
Male,0,No,No,3,No,0,DSL,1,2,1,2,1,1,0,Yes,Mailed check,36.85,10870.0,1,0,0,0,0,0,1,0,1,2
Male,0,Yes,No,72,Yes,2,Fiber optic,1,2,2,1,2,2,2,Yes,Bank transfer,103.75,734620.0,0,0,0,1,0,0,1,1,0,2
Male,0,Yes,Yes,66,No,0,DSL,1,2,2,1,2,2,2,Yes,Credit card,56.75,370840.0,0,0,0,1,0,0,1,1,0,2
Male,0,Yes,Yes,24,Yes,1,No,0,0,0,0,0,0,1,Yes,Credit card,20.8,46965.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Electronic check,44.1,4410.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,56,Yes,2,No,0,0,0,0,0,0,2,Yes,Mailed check,24.45,138585.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,No,22,Yes,2,No,0,0,0,0,0,0,1,No,Bank transfer,25.6,54880.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,14,No,0,DSL,1,1,2,1,2,2,0,Yes,Electronic check,50.75,71275.0,1,0,0,1,0,0,0,1,0,1
Female,1,Yes,No,61,Yes,2,Fiber optic,1,2,2,1,2,2,1,Yes,Credit card,104.4,640500.0,1,0,0,1,0,0,1,1,0,2
Female,1,Yes,No,40,No,0,DSL,1,2,1,1,2,1,0,Yes,Electronic check,39.3,163740.0,1,0,0,0,0,0,1,0,0,1
Female,0,No,No,42,Yes,1,DSL,2,2,2,1,1,1,0,No,Bank transfer,59.65,253655.0,0,0,1,0,0,1,1,1,0,3
Female,0,Yes,Yes,72,Yes,2,DSL,2,1,2,2,2,2,2,Yes,Bank transfer,83.3,604270.0,0,0,0,1,0,1,0,1,1,3
Female,0,No,No,12,Yes,2,Fiber optic,1,1,1,2,1,1,0,Yes,Credit card,79.55,95825.0,0,0,0,0,0,0,0,0,1,1
Male,0,Yes,No,71,Yes,2,No,0,0,0,0,0,0,2,No,Bank transfer,24.45,173065.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,26,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,19.2,45960.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,Yes,7,No,0,DSL,2,1,1,1,1,1,0,No,Mailed check,29.8,20195.0,0,0,0,0,0,1,0,0,0,1
Female,0,Yes,Yes,6,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,45.5,28520.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,58,Yes,1,Fiber optic,2,2,2,1,2,2,1,Yes,Electronic check,106.45,614585.0,1,0,1,1,1,1,1,1,0,3
Male,0,Yes,No,51,No,0,DSL,1,2,1,1,1,1,0,Yes,Credit card,30.05,152945.0,0,0,0,0,0,0,1,0,0,1
Male,0,Yes,Yes,72,No,0,DSL,2,2,2,2,2,2,2,Yes,Bank transfer,65.65,466450.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,18,Yes,1,Fiber optic,2,1,1,1,2,2,0,Yes,Electronic check,96.05,174070.0,1,0,0,1,0,1,0,0,0,1
Female,0,No,No,7,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Bank transfer,75.1,55295.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,47,Yes,2,DSL,2,2,1,2,1,2,2,No,Mailed check,74.05,349630.0,0,0,1,0,0,1,1,0,1,3
Male,1,No,No,2,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Electronic check,44.7,9370.0,1,0,0,0,0,0,0,0,0,0
Male,1,No,No,62,Yes,2,Fiber optic,1,2,2,2,2,2,1,Yes,Bank transfer,110.75,705335.0,0,0,0,1,0,0,1,1,1,3
Female,0,Yes,Yes,16,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.7,30155.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,6,Yes,1,DSL,1,1,1,2,1,1,0,Yes,Credit card,49.5,31270.0,0,0,0,0,0,0,0,0,1,1
Male,0,No,No,19,Yes,1,DSL,1,1,2,2,1,1,0,Yes,Credit card,55.0,104650.0,1,0,0,0,0,0,0,1,1,2
Female,0,Yes,Yes,69,No,0,DSL,2,1,2,1,1,2,2,Yes,Credit card,43.95,296010.0,0,0,0,0,0,1,0,1,0,2
Male,0,Yes,Yes,11,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,74.35,83420.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,64,Yes,2,Fiber optic,1,2,2,2,2,2,0,Yes,Electronic check,111.15,695340.0,0,0,0,1,0,0,1,1,1,3
Female,0,Yes,No,39,Yes,1,Fiber optic,2,1,2,2,2,2,1,Yes,Credit card,104.7,413485.0,1,0,0,1,0,1,0,1,1,3
Female,0,No,No,15,Yes,2,DSL,2,1,1,1,1,1,0,Yes,Mailed check,55.7,89980.0,1,0,0,0,0,1,0,0,0,1
Male,0,No,No,25,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.6,54150.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,6,Yes,1,No,0,0,0,0,0,0,2,No,Credit card,19.65,11685.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,66,Yes,2,Fiber optic,2,2,2,2,2,2,1,No,Bank transfer,115.8,794215.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,61,Yes,2,DSL,1,2,2,2,2,2,2,No,Credit card,88.65,532125.0,0,0,0,1,0,0,1,1,1,3
Female,1,Yes,No,43,Yes,2,Fiber optic,2,2,1,1,2,1,0,Yes,Electronic check,94.5,415680.0,0,0,1,0,0,1,1,0,0,2
Female,0,No,No,12,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.1,22360.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,23,No,0,DSL,1,1,1,1,1,2,0,Yes,Bank transfer,34.65,76845.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,71,No,0,DSL,1,2,2,1,2,2,0,Yes,Bank transfer,52.3,376505.0,0,0,0,1,0,0,1,1,0,2
Female,0,No,No,34,Yes,2,DSL,1,1,1,2,2,1,0,No,Mailed check,65.0,215750.0,0,0,0,0,0,0,0,0,1,1
Female,0,No,No,5,Yes,1,No,0,0,0,0,0,0,0,No,Credit card,19.85,10805.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,41,No,0,DSL,1,2,1,2,1,1,1,No,Mailed check,35.45,139165.0,0,0,0,0,0,0,1,0,1,2
Female,0,Yes,Yes,72,Yes,1,No,0,0,0,0,0,0,2,No,Credit card,19.7,137980.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,14,Yes,2,Fiber optic,1,1,1,1,2,2,0,Yes,Electronic check,95.6,127330.0,0,0,0,1,0,0,0,0,0,0
Female,0,No,No,41,Yes,1,No,0,0,0,0,0,0,2,Yes,Mailed check,19.85,81045.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,23,Yes,2,Fiber optic,2,1,1,1,1,1,1,No,Credit card,81.85,181085.0,0,0,0,0,0,1,0,0,0,1
Male,0,Yes,Yes,71,Yes,1,Fiber optic,2,2,2,2,2,2,2,No,Credit card,109.3,778285.0,0,0,1,1,1,1,1,1,1,4
Female,0,No,No,1,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,70.3,7030.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,72,Yes,2,No,0,0,0,0,0,0,2,No,Mailed check,25.4,179710.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,6,Yes,1,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,69.8,37785.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,23,Yes,1,No,0,0,0,0,0,0,1,Yes,Credit card,20.0,44530.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,10,Yes,2,Fiber optic,1,1,1,1,1,2,0,No,Electronic check,85.55,85175.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,72,Yes,1,Fiber optic,2,2,2,2,2,2,2,Yes,Electronic check,109.9,762420.0,0,0,1,1,1,1,1,1,1,4
Female,0,Yes,No,7,Yes,1,DSL,2,1,1,1,1,1,0,Yes,Bank transfer,50.3,35510.0,0,0,0,0,0,1,0,0,0,1
Male,0,No,Yes,6,Yes,1,Fiber optic,1,1,2,1,2,2,0,No,Mailed check,94.5,57545.0,1,0,0,1,0,0,0,1,0,1
Male,0,Yes,Yes,9,Yes,1,Fiber optic,1,2,1,2,2,2,0,Yes,Electronic check,101.5,90685.0,0,0,0,1,0,0,1,0,1,2
Female,0,No,No,12,Yes,2,Fiber optic,1,2,1,1,1,2,0,Yes,Electronic check,89.15,105755.0,0,0,0,0,0,0,1,0,0,1
Female,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Mailed check,19.4,1940.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,Yes,48,No,0,DSL,1,2,1,1,1,1,1,No,Bank transfer,29.9,138875.0,0,0,0,0,0,0,1,0,0,1
Male,0,No,No,20,Yes,1,Fiber optic,1,1,1,1,2,1,0,No,Electronic check,78.8,164130.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,No,16,Yes,2,Fiber optic,1,1,1,1,1,2,0,Yes,Credit card,85.35,137515.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,2,Yes,1,Fiber optic,1,1,1,1,2,1,0,Yes,Mailed check,79.65,15270.0,1,0,0,0,0,0,0,0,0,0
Female,0,No,No,10,Yes,1,No,0,0,0,0,0,0,1,Yes,Mailed check,19.3,18520.0,0,0,0,0,0,0,0,0,0,0
Female,1,No,No,2,Yes,1,Fiber optic,1,1,1,1,1,2,0,Yes,Electronic check,79.6,19505.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,20,Yes,2,Fiber optic,1,2,1,2,2,1,0,No,Mailed check,96.8,182670.0,0,0,0,0,0,0,1,0,1,2
Male,0,Yes,No,20,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,20.65,41750.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,19,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,19.8,34450.0,0,0,0,0,0,0,0,0,0,0
Male,1,No,No,19,Yes,2,Fiber optic,2,1,1,1,2,1,0,Yes,Electronic check,90.6,166000.0,1,0,0,0,0,1,0,0,0,1
Male,0,Yes,No,22,Yes,1,Fiber optic,2,2,1,2,2,2,0,Yes,Electronic check,104.6,218055.0,0,0,1,1,1,1,1,0,1,3
Female,0,No,No,35,Yes,2,Fiber optic,1,1,1,2,1,1,0,No,Credit card,80.05,283590.0,0,0,0,0,0,0,0,0,1,1
Female,0,No,No,1,Yes,1,DSL,1,1,1,1,1,1,0,No,Mailed check,45.15,4515.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,39,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Credit card,73.15,273085.0,0,0,0,0,0,0,0,0,0,0
Female,1,Yes,No,54,Yes,1,Fiber optic,1,1,2,2,2,2,1,Yes,Electronic check,99.1,543710.0,0,0,0,1,0,0,0,1,1,2
Female,0,No,No,1,Yes,1,No,0,0,0,0,0,0,0,Yes,Bank transfer,20.2,2020.0,1,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,66,Yes,2,Fiber optic,2,1,2,1,2,2,2,Yes,Credit card,106.05,698135.0,1,0,0,1,0,1,0,1,0,2
Male,0,No,No,56,Yes,2,Fiber optic,2,1,1,2,2,2,0,Yes,Mailed check,105.35,579445.0,0,0,0,1,0,1,0,0,1,2
Male,0,No,Yes,18,Yes,1,DSL,1,1,1,1,1,1,0,Yes,Credit card,45.65,74720.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,16,Yes,2,Fiber optic,1,2,1,1,1,1,0,Yes,Credit card,79.95,126795.0,0,0,0,0,0,0,1,0,0,1
Female,0,No,No,68,Yes,1,DSL,2,1,2,1,1,1,1,Yes,Credit card,54.45,367495.0,0,0,0,0,0,1,0,1,0,2
Female,1,Yes,No,53,Yes,2,No,0,0,0,0,0,0,2,No,Credit card,25.1,127560.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,72,Yes,2,DSL,2,1,2,2,2,2,2,No,Credit card,84.7,589390.0,0,0,0,1,0,1,0,1,1,3
Male,0,No,No,9,Yes,2,Fiber optic,1,1,1,1,1,1,0,Yes,Electronic check,75.85,72465.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,30,Yes,1,DSL,2,1,1,1,1,1,0,Yes,Mailed check,48.8,153675.0,0,0,0,0,0,1,0,0,0,1
Female,0,No,No,36,Yes,2,Fiber optic,1,2,1,1,2,2,0,Yes,Electronic check,99.15,361560.0,1,0,0,1,0,0,1,0,0,1
Female,0,No,No,18,No,0,DSL,1,1,2,2,1,1,0,Yes,Electronic check,35.2,60730.0,0,0,0,0,0,0,0,1,1,2
Female,1,Yes,Yes,55,Yes,2,DSL,2,1,2,2,2,1,1,No,Electronic check,76.25,415455.0,0,0,0,0,0,1,0,1,1,3
Female,0,Yes,No,39,No,0,DSL,2,1,2,1,2,2,0,No,Electronic check,55.9,218435.0,1,0,0,1,0,1,0,1,0,2
Male,0,No,No,21,Yes,2,Fiber optic,1,2,1,1,1,1,0,Yes,Electronic check,82.35,185285.0,1,0,0,0,0,0,1,0,0,1
Male,0,No,No,2,No,0,DSL,1,2,2,2,1,1,0,Yes,Credit card,40.4,7715.0,1,0,0,0,0,0,1,1,1,3
Male,1,No,No,33,Yes,2,No,0,0,0,0,0,0,1,Yes,Bank transfer,24.9,84780.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,No,44,No,0,DSL,1,2,2,1,2,2,2,No,Bank transfer,54.3,239045.0,0,0,0,1,0,0,1,1,0,2
Female,0,Yes,Yes,30,Yes,1,DSL,2,1,1,2,1,2,0,No,Bank transfer,66.3,192350.0,0,0,0,0,0,1,0,0,1,2
Female,0,Yes,No,71,Yes,1,No,0,0,0,0,0,0,2,Yes,Bank transfer,20.9,149320.0,0,0,0,0,0,0,0,0,0,0
Female,0,No,No,4,Yes,2,Fiber optic,1,1,1,1,1,1,0,No,Electronic check,75.35,33810.0,1,0,0,0,0,0,0,0,0,0
Male,0,No,Yes,35,Yes,1,Fiber optic,1,1,2,1,2,1,1,Yes,Electronic check,85.15,303060.0,1,0,0,0,0,0,0,1,0,1
Male,0,Yes,No,1,Yes,1,Fiber optic,1,1,2,1,1,1,0,No,Credit card,75.35,7535.0,0,0,0,0,0,0,0,1,0,1
Male,1,Yes,No,23,Yes,2,Fiber optic,1,2,2,1,2,2,0,Yes,Electronic check,104.45,218485.0,0,0,0,1,0,0,1,1,0,2
Female,0,No,Yes,22,No,0,DSL,1,1,2,1,2,2,1,Yes,Credit card,49.45,103140.0,0,0,0,1,0,0,0,1,0,1
Female,0,No,Yes,49,Yes,1,No,0,0,0,0,0,0,1,No,Credit card,19.45,92130.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,42,Yes,1,Fiber optic,1,1,2,1,2,2,0,Yes,Electronic check,92.15,387540.0,0,0,0,1,0,0,0,1,0,1
Female,0,Yes,Yes,33,Yes,1,Fiber optic,1,1,2,1,2,2,1,Yes,Electronic check,93.8,312450.0,1,0,0,1,0,0,0,1,0,1
Female,0,Yes,Yes,7,Yes,1,No,0,0,0,0,0,0,2,No,Mailed check,19.85,14415.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,67,Yes,2,Fiber optic,2,1,2,2,1,2,1,Yes,Bank transfer,100.25,668900.0,0,0,0,0,0,1,0,1,1,3
Male,0,No,No,15,Yes,2,Fiber optic,1,2,1,2,1,2,0,No,Electronic check,95.7,145110.0,0,0,0,0,0,0,1,0,1,2
Male,0,Yes,No,67,Yes,2,Fiber optic,1,2,2,1,1,2,2,Yes,Electronic check,93.15,636820.0,0,0,0,0,0,0,1,1,0,2
Male,0,Yes,Yes,53,Yes,1,DSL,2,2,1,2,2,1,2,Yes,Mailed check,69.7,372960.0,0,0,1,0,0,1,1,0,1,3
Male,0,Yes,Yes,21,Yes,1,No,0,0,0,0,0,0,1,No,Mailed check,19.8,35010.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,40,Yes,1,DSL,2,2,1,2,1,2,0,Yes,Mailed check,71.35,284720.0,0,0,1,0,0,1,1,0,1,3
Female,0,Yes,Yes,22,Yes,1,No,0,0,0,0,0,0,1,No,Bank transfer,20.75,45235.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,39,No,0,DSL,1,1,1,2,1,2,0,Yes,Electronic check,40.6,149450.0,0,0,0,0,0,0,0,0,1,1
Male,0,No,No,45,Yes,1,No,0,0,0,0,0,0,1,Yes,Electronic check,20.4,93045.0,1,0,0,0,0,0,0,0,0,0
Female,0,Yes,No,2,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.35,4185.0,0,0,0,0,0,0,0,0,0,0
Female,0,Yes,Yes,57,Yes,1,No,0,0,0,0,0,0,2,No,Bank transfer,19.75,127205.0,0,0,0,0,0,0,0,0,0,0
Male,0,Yes,Yes,8,Yes,1,DSL,1,1,1,1,2,1,0,Yes,Electronic check,54.4,47510.0,0,0,0,0,0,0,0,0,0,0
Male,1,Yes,No,7,Yes,2,Fiber optic,2,2,1,1,1,2,0,Yes,Credit card,94.7,67310.0,1,0,1,0,0,1,1,0,0,2
Male,0,No,No,6,No,0,DSL,1,2,1,1,1,1,0,Yes,Credit card,30.5,20870.0,1,0,0,0,0,0,1,0,0,1
Female,0,Yes,Yes,7,Yes,1,No,0,0,0,0,0,0,0,No,Mailed check,20.45,15075.0,0,0,0,0,0,0,0,0,0,0
Male,0,No,No,49,Yes,2,DSL,1,1,1,2,2,1,2,Yes,Bank transfer,66.15,319900.0,0,0,0,0,0,0,0,0,1,1
